local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0059	0.8135	axes	0.0687	can	mani
0.1283	0.9481	bleed	0.0687	nose	baby
0.0036	0.7628	center	0.0687	can	spectrum
0.0002	0.8913	lyrics	0.0687	can	coming
0.0001	0.9583	uk	0.0687	has_property	drum
0.0004	0.8954	young	0.0687	has_time	lanthanon
0.0003	0.8762	pig	0.0687	can	gymnast
1.0	0.8859	oscar	0.0687	get	black panther
0.0002	0.8554	rhyme	0.0687	can	baba
0.0014	0.791	full	0.0687	can	baba
0.2897	0.8224	bastard	0.0687	be called	flat file
0.0203	0.8992	cars 3	0.0687	be in	hudson
0.0046	0.8142	nut	0.0687	can	cooper
1.0	0.9152	diet of humans	0.0687	be important in	cellulose
0.4586	0.8011	crying	0.0687	handle	flight attendant
0.0004	0.8713	pronounce	0.0687	has_property	brachydactyly
0.0002	0.9327	but	0.0687	has_property	text
0.0115	0.789	block	0.0687	can	charter
0.0005	0.8945	freeze	0.0687	can	cereal
0.7941	0.8503	important in real number line	0.0687	has_property	zero
0.1687	0.8915	19 nhl	0.0687	have	baseball player
0.0003	0.9122	ibm	0.0687	has_property	flea bite
0.0013	0.8996	bus	0.0687	has_property	bullet
0.0029	0.8412	murdered	0.0687	has_property	cuon
0.0003	0.8795	mtg	0.0687	has_property	cuon
0.0001	0.8867	mp3	0.0687	has_property	cuon
0.0002	0.9152	mnemonic	0.0687	has_property	cuon
0.0003	1.0	mfa	0.0687	has_property	cuon
0.0006	0.8973	icu	0.0687	has_property	cuon
0.0034	0.8985	maple	0.0687	has_property	cuon
0.0012	0.8533	lizzy	0.0687	has_property	cuon
0.0003	0.9136	ivy	0.0687	has_property	cuon
0.0002	1.0	iud	0.0687	has_property	cuon
0.0023	0.812	ionized	0.0687	has_property	cuon
0.0001	0.9492	illegal	0.0687	has_property	cuon
0.0001	0.9179	ignored	0.0687	has_property	cuon
0.0004	0.9194	iconic	0.0687	has_property	cuon
0.0005	1.0	iasd	0.0687	has_property	cuon
0.0067	0.8261	azalea	0.0687	has_property	cuon
0.0003	1.0	aquarius	0.0687	has_property	cuon
0.0003	0.9266	addictive	0.0687	has_property	cuon
0.0003	0.9151	accurate	0.0687	has_property	cuon
0.0002	0.8945	itchy	0.0687	has_effect	cuon
0.0039	0.9141	credit	0.0687	has_property	deposit
1.0	0.7705	culture of roman empire	0.0687	did affect	christianity
0.0203	0.8273	tested	0.0687	can	cystic fibrosis
0.0003	0.9453	box	0.0687	can	demo
0.0001	0.9583	uk	0.0687	has_property	fork
0.0313	0.8501	work	0.0687	handle	faucet
0.0034	0.9124	profitable	0.0687	has_property	ngo
0.0002	0.8554	rhyme	0.0687	can	goof
0.1355	0.8446	witch	0.0687	can	good
0.0004	0.8747	justified	0.0687	has_property	memory device
0.0005	0.9148	helpful	0.0687	has_trait	memory device
0.3059	0.9078	diabetes	0.0687	have	native
0.0019	0.9125	pay ltd	0.0687	has_property	human
1.0	0.8683	even a thing in lbs	0.0687	has_property	overhead
0.0002	0.9099	sleep	0.0687	can	body
0.0002	0.8913	lyrics	0.0687	can	metallic
0.0001	0.8827	jump	0.0687	can	fruit tree
0.0015	0.8247	saw	0.0687	can	wake
0.0002	0.8554	rhyme	0.0687	can	wake
0.0926	0.8465	sang	0.0687	can	rama
0.0003	0.8827	set	0.0687	can	avenger
0.7806	0.8493	women	0.0687	be uncomfortable for	period
1.0	0.7832	hurt	0.0687	touched	being
0.0003	0.8821	had	0.0687	can	place
0.0004	0.8882	if	0.0687	has_property	vulture
0.0065	0.9543	bad during pregnancy	0.0687	has_property	fast food
0.0677	0.96	bigger in the north	0.0687	has_property	tiger
1.0	0.8091	military funeral	0.0687	get	veteran
0.0019	0.9031	cure	0.0687	can	lit
1.0	0.8034	down by native americans	0.0687	be looked	native american
0.0036	0.8662	place	0.0687	can	brother
0.0009	0.8682	plan	0.0687	can	update
0.0003	0.9428	fm	0.0687	has_property	trampoline
0.3125	0.9001	drinking water	0.0687	be removed from	turbidity
0.062	0.8206	bald	0.0687	can	lit
0.0236	0.9084	economy	0.0687	can help	fiscal policy
0.0008	0.7838	dying	0.0687	can	fruit
0.0014	0.791	full	0.0687	can	loser
0.0108	0.8249	morph	0.0687	can	good
0.0008	0.8724	times	0.0687	has_property	relationship
0.1093	0.7941	mambo	0.0687	can	senior
0.0003	0.9281	gpa	0.0687	has_property	dried fruit
0.1083	0.921	season in winter	0.0687	be in	citrus
0.0209	0.852	advantage	0.0687	can	digestive
0.0035	0.9461	liberal	0.0687	has_trait	authoritarian regime
1.0	0.7639	reservoirs	0.0687	be distributed in	water
0.0008	0.9605	more expensive	0.0687	has_property	round trip ticket
0.0026	0.9215	learn	0.0687	can	chatbot
0.0106	0.9099	money	0.0687	can save	truck driver
0.2699	0.8354	poppies	0.0687	give out	vet
0.403	0.7456	slow	0.0687	drain	tub
0.0003	0.8995	hot	0.0687	has_temperature	dishwasher
0.0001	0.903	safe	0.0687	has_property	bracelet
0.0034	0.8193	established	0.0687	can	rugby
0.0001	0.8973	ahead	0.0687	has_movement	lung
0.0001	0.9111	vegan	0.0687	has_diet	insecticide
0.0004	0.9097	play	0.0687	can	wheel spoke
0.0002	0.938	day	0.0687	has_property	united nations
0.0027	0.8759	us	0.0687	keep	jesus
1.0	0.854	college success	0.0687	be crucial to	writing
0.0004	0.8425	went	0.0687	has_property	award
0.0003	0.9453	box	0.0687	can	proof
1.0	0.8647	destiny 2	0.0687	play	everyone
0.0003	0.887	squeeze	0.0687	can	hole
1.0	0.9562	gambia	0.0687	be from	refugee
0.0061	0.7944	owned	0.0687	can	fruit
0.0002	0.9088	help	0.0687	can	cirrus cloud
0.0002	0.8372	twitch	0.0687	can	meniscus
1.0	0.785	african black soap made	0.0687	has_property	raw
0.0039	0.9853	illegal in us	0.0687	has_property	anime
