local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0003	0.9415	blue	0.1757	has_color	plage
0.0003	0.9271	famous	0.1757	has_property	paul ehrlich
1.0	0.8085	breakup	0.1757	act after	guy
1.0	0.7887	chapter 10	0.1757	die in	baba
0.0029	0.9328	night	0.1757	has_property	grad
0.3022	0.8724	peanuts	0.1757	be allergic to	human
0.4406	0.7764	partners	0.1757	batter	abuser
0.062	1.0	yucatan	0.1757	has_property	mantidae
1.0	0.8041	managers	0.1757	hire	organization
0.1094	0.8394	monopoly	0.1757	work in	auction
0.2779	0.848	bad king	0.1757	be	henry iii
0.0007	0.9429	get	0.1757	can	furnace
0.0651	0.9199	sir	0.1757	be called	teacher
0.0086	0.7753	collapse	0.1757	can	glacier
1.0	0.8366	the state founded	0.1757	be	new york
0.0044	0.8804	energy	0.1757	use	building
0.0217	0.9279	photosynthesis	0.1757	be important in	carbon dioxide
0.4376	0.9098	homeostasis	0.1757	keep	plant
0.0011	0.8852	yield	0.1757	can	connection
0.4917	0.8666	green when cooked	0.1757	go	red onion
0.0001	0.9561	spanish	0.1757	be in	fascia
0.0919	0.8928	lower in the front	0.1757	has_property	ford trucks
0.2754	0.8879	or	0.1757	can	raven
1.0	0.8573	bumble	0.1757	happen on	match
1.0	0.8236	cooler delhi in summer	0.1757	be than	mumbai
1.0	0.8466	punch holes	0.1757	have	record
0.0001	0.9469	good	0.1757	has_trait	saltine
1.0	0.8003	sepsis	0.1757	check for	hospital
0.0039	0.8474	pies	0.1757	has_property	catfish
1.0	0.8266	cosmic vacuum cleaners	0.1757	has_property	black hole
0.013	0.7929	corrupted	0.1757	get	video drivers
0.0055	0.9378	different colors	0.1757	have	grape
0.5682	0.9006	cellular respiration	0.1757	be released in	carbon dioxide
1.0	0.9245	the body reedit	0.1757	leave	fat
0.5108	0.8319	end	0.1757	have ham at	place
0.0009	0.9277	new	0.1757	has_time	wind
0.0031	0.928	coming back	0.1757	keep	voice mail
0.0125	0.9392	design	0.1757	has_property	divider
0.0024	0.8089	hunt	0.1757	can	liger
0.3496	0.8282	social interaction	0.1757	affect	social structure
1.0	0.9322	most kinetic energy	0.1757	have	gas
0.0953	0.8755	rabbits	0.1757	eat	owl
0.0122	0.9296	helpful	0.1757	can be	injury
0.0023	0.9367	used for	0.1757	has_property	beaker
0.0004	0.9515	french	0.1757	be in	basilisk
1.0	0.7697	new york	0.1757	statue of is	liberty
0.3436	0.87	plastic straws	0.1757	use	restaurant
0.0002	0.9194	zero	0.1757	has_property	stroller
0.0009	0.9018	black	0.1757	turn	chameleon
0.5219	0.8186	fortunate chapter 2	0.1757	be in	many bots
0.4412	0.8139	madden 19	0.1757	work in	contract
0.0004	0.9056	similar	0.1757	has_property	cere
0.0425	0.8305	quantum	0.1757	has_property	plunk
0.0003	0.9451	green	0.1757	has_color	soft water
1.0	0.8523	sweden	0.1757	be different from	denmark
0.7359	0.8857	transport system	0.1757	require	organism
1.0	0.8043	ireland	0.1757	located in	company
0.6697	0.8075	the world	0.1757	heal	holy man
0.0351	0.9259	electricity	0.1757	be good conductors of	bond
0.0738	0.9192	heat	0.1757	be poor conductors of	bond
0.0004	0.8772	lyrics	0.1757	can	bath
1.0	0.7618	to be restrained	0.1757	need	cattle
1.0	0.8402	titans	0.1757	be made out of	wall
0.0078	0.795	each other	0.1757	greet	belgium
0.0005	0.9026	reproduce	0.1757	can	deuteromycota
0.84	0.901	human body temperature	0.1757	control	blood vessel
1.0	0.821	more	0.1757	care	mother
0.001	0.8453	sum	0.1757	can	bubble
0.0011	0.9552	usa	0.1757	has_property	grand canyon
0.0008	0.8675	no	0.1757	has_property	honey bees
0.0212	0.902	new years	0.1757	celebrate	sweden
0.0002	0.9078	healthy	0.1757	has_trait	winter squash
0.0003	0.8993	grow	0.1757	can	tongue
0.0149	0.9144	democratic	0.1757	has_property	voting
0.0134	0.8957	biodiversity	0.1757	affect	light intensity
1.0	0.8216	group	0.1757	contribute to	group norms
0.0004	0.9591	on	0.1757	has_place	healthcare
0.0063	0.8497	shirt	0.1757	can	waffle
1.0	0.8855	bank loan	0.1757	be important for	collateral
0.6966	0.7854	etc	0.1757	use	college
0.0076	0.9279	themselves from predators	0.1757	protect	porpoise
0.0012	0.9061	fun	0.1757	has_property	fool
1.0	0.8414	when something changes state	0.1757	change	temperature
0.1722	0.7894	to challenges in the modern world	0.1757	respond	buddhism
0.6116	0.9297	in time order	0.1757	has_property	tweet
0.005	0.9368	house	0.1757	has_property	lath
0.0031	0.9563	jail	0.1757	be in	andy
0.0113	0.8173	rev	0.1757	can	connection
0.0001	0.9561	spanish	0.1756	be in	dresser
0.0017	0.9579	india	0.1756	be in	sniper
0.0004	0.8435	aquatic	0.1756	has_property	clock
1.0	0.861	winter	0.1756	be well adapted to	bush
0.0001	0.9469	good	0.1756	has_trait	beehive
0.0196	0.8648	python	0.1756	work in	range
0.0085	0.8477	home	0.1756	can	scour
0.0204	0.9289	infection	0.1756	fight	leukocyte
0.0002	0.9384	be	0.1756	can	socket
0.2025	0.8446	every month	0.1756	occur	ovulation
0.5166	0.8829	to the civil war	0.1756	related	california
1.0	0.8798	i had	0.1756	do know	pox
1.0	0.7148	insider trading	0.1756	find	sec
0.0004	0.8692	was	0.1756	can	lolo
1.0	0.8139	a good coolant for the body	0.1756	has_property	sweat
0.0001	0.9561	spanish	0.1756	be in	wild sheep
1.0	0.7102	guests	0.1756	upgrade	hotel
0.0003	0.9462	text	0.1756	has_property	building
0.0914	0.9273	low boiling points	0.1756	have	covalent bond
0.0034	0.9831	environment	0.1756	be bad for	ethanol
0.0051	0.9579	africa	0.1756	has_property	soudan
0.8768	0.7811	bombs	0.1756	can detect	dog
0.122	0.9347	nfl	0.1756	be determined in	wild card
1.0	0.7449	the sufferer	0.1756	affect	scurvy
0.0007	0.8077	ghost	0.1756	can	bath
0.0211	0.8374	knitting	0.1756	has_property	preemie
0.0003	0.9192	do	0.1756	can	vaccine
1.0	0.7994	for stretch marks	0.1756	can be used	turmeric
1.0	0.7754	beaver on leave to beaver	0.1756	be called	beaver
0.0007	0.9726	body	0.1756	affect	snake venom
1.0	0.6983	herding	0.1756	be used	border collie
0.6346	0.8118	us understand data	0.1756	help	graph
0.3006	0.7813	dope	0.1756	be called	drug
1.0	0.9021	to get inside	0.1756	try	bee
0.0021	0.9775	on the rise	0.1756	has_property	narcissism
1.0	0.7378	efficiency of roller coaster	0.1756	maximize	engineer
1.0	0.6707	to the announcement of the execution date	0.1756	react	grant
1.0	0.807	fits	0.1756	have uk	dog
0.0007	0.9429	get	0.1756	can	vegetable
1.0	0.7296	from the increased speed	0.1756	benefit	computer user
0.0002	0.9383	money	0.1756	make	importing
1.0	0.7954	bottom of cake	0.1756	go to	fruit
0.0	0.8642	work	0.1756	can	endotoxin
0.0	0.8642	work	0.1756	can	intensifier
1.0	0.7854	a leaders effectiveness	0.1756	can affect	follower
1.0	0.8325	prepositional phrases	0.1756	use	writer
0.0271	0.9588	alcohol	0.1756	has_property	phenol
0.0001	0.9335	yellow	0.1756	has_color	mandala
0.079	0.9098	sun	0.1756	be related to	solar flare
0.1142	0.888	knee pain	0.1756	cause	foot
0.0006	0.884	ice	0.1756	can	clownfish
0.0024	0.8327	non	0.1756	has_property	sugar
0.5105	0.831	separate	0.1756	have	flame
0.0167	0.8078	transfer	0.1756	can	std
0.1122	0.8994	car	0.1756	go in	clutch
0.0546	0.866	cramps	0.1756	stop	vinegar
0.012	0.8832	cool	0.1756	keep	turkey
1.0	1.0	ulquiorra	0.1756	has_property	bleach
0.3985	0.8906	good for tomato plants	0.1756	has_property	epsom salt
0.0079	0.8937	out	0.1756	come	ladybug
1.0	0.7346	national margarita day	0.1756	has_property	february 22
0.1321	0.8428	to mecca	0.1756	go	islam
0.0025	0.9579	africa	0.1756	be in	student
0.0052	0.8357	around	0.1756	move	crane
0.0005	0.8688	move	0.1756	can	tetrahymena
0.0003	0.8993	grow	0.1756	can	wool
0.1077	0.9024	more painful	0.1756	has_property	burn
0.0121	0.9384	life	0.1756	be in	water essential
0.1608	0.9348	one man	0.1756	has_property	marriage
1.0	0.8338	bad source	0.1756	has_property	wikipedia
0.2791	0.8819	black tails	0.1756	have	squirrel
0.6433	0.8829	rock	0.1756	be home of	cleveland
0.4395	0.8081	group	0.1756	change down	radius
0.0	0.8642	work	0.1756	can	4-hitter
0.1699	0.835	jig zone	0.1756	has_property	jigsaw puzzle
0.0008	0.8528	man	0.1756	can	thumb
0.0016	0.9016	breathe	0.1756	can	hamster
1.0	0.7563	chest	0.1756	stuck in	food
0.0	0.8642	work	0.1756	can	sloop
1.0	0.8132	to themselves as engineers	0.1756	refer	engineer
0.0	0.8642	work	0.1756	can	recliner
1.0	0.8485	open heart surgery	0.1756	perform	doctor
0.1144	0.8971	bo4	0.1756	work in	division
1.0	0.8894	blood vessels dangerous	0.1756	be in	deposit
0.0012	0.9148	helpful	0.1756	has_trait	fear
0.0244	0.8074	depressing	0.1756	has_property	cold weather
