subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
gao	be eu	dynasty different from shi	0.0302	0.735	1.0
mom	love	diet coke	0.0302	0.9264	1.0
belgium	has_property	flag	0.0302	0.959	0.0017
abraham lincoln	be	crucially influential on the black population	0.0302	0.7848	1.0
democrat	has_property	etc	0.0302	0.8684	0.0002
blond	has_property	roux	0.0302	0.7156	0.237
certainty	be important	hg	0.0302	0.8854	0.0035
uv	be high in	new zeal	0.0302	0.9185	0.1059
rickettsia	has_diet	vegan	0.0302	0.9111	0.0
rickettsia	has_property	zero	0.0302	0.9676	0.0
rickettsia	has_property	natural	0.0302	0.8818	0.0003
rickettsia	has_time	young	0.0302	0.8954	0.0002
pain	has_property	faded	0.0302	0.8321	0.0008
br	have	no real correlation	0.0302	0.7675	1.0
intensity	has_property	aerobic	0.0302	0.9174	0.0005
driveway	has_property	bad	0.0302	0.9451	0.0
robot	be used under	sea	0.0302	0.9178	1.0
knowing	has_property	uk	0.0302	0.9583	0.0
pershing	has_property	yacht	0.0302	0.8624	0.0029
yuri	has_property	ivan	0.0302	0.8416	0.0011
riboflavin	has_property	known for	0.0302	0.9268	0.0007
bioelectricity	has_trait	strong	0.0302	0.8934	0.0002
bioelectricity	has_property	able	0.0302	0.899	0.0003
bioelectricity	has_property	due	0.0302	0.9004	0.0005
bioelectricity	has_property	natural	0.0302	0.8818	0.0003
bioelectricity	has_property	six	0.0302	0.9773	0.0007
bioelectricity	has_trait	sensitive	0.0302	0.901	0.0005
bioelectricity	has_trait	artificial	0.0302	0.8067	0.0029
mode	be important for	public speaking	0.0302	0.9026	1.0
lah	react violently with	water	0.0302	0.8831	0.0137
urinating	has_property	def	0.0302	0.9086	0.0012
many people	be sexist with	guys in career of x-ray technicians	0.0302	0.7368	1.0
lipidemia	has_property	genetic	0.0302	0.9257	0.0005
pseud	has_property	element	0.0302	0.9416	0.0007
chocolate chip cookie	has_property	llama	0.0302	0.9473	0.0002
chocolate chip cookie	has_property	law	0.0302	0.9425	0.0002
sandstone	has_property	azure lane	0.0302	0.9258	0.0005
good friday	has_property	gi	0.0302	0.9409	0.0006
black	has_property	discriminated against	0.0302	0.8986	0.0366
chance	has_property	icosahedron	0.0302	0.6949	0.1368
chance	has_property	t-shirt	0.0302	1.0	0.0004
chance	has_property	tf1	0.0302	1.0	0.0007
chance	has_property	idle	0.0302	0.8306	0.0001
chance	has_property	iwb	0.0302	1.0	0.0043
chance	has_property	icosahedron	0.0302	0.6949	0.1368
wax paper	has_effect	toxic	0.0302	0.9121	0.0003
buck	get from	manuel	0.0302	0.8187	1.0
maser	has_property	scientific	0.0302	0.8891	0.003
cheese sauce	has_property	thermomix	0.0302	1.0	0.0454
student	can gain	experience	0.0302	0.8633	1.0
stock market	has_color	white	0.0302	0.9376	0.0
krypton	has_effect	harmful	0.0302	0.9664	0.0001
vanilla ice cream	has_property	dec	0.0302	0.9758	0.0002
satisfaction	has_property	example	0.0302	0.9172	0.001
lock	has_property	thread	0.0302	0.8354	0.0252
ham	has_property	traditional easter dinner	0.0302	0.8586	1.0
zarontin	has_trait	nice	0.0302	0.9464	0.0002
zarontin	has_property	equivalent	0.0302	0.9293	0.0002
ecuador	has_property	automatic	0.0302	0.9009	0.0005
ecuador	has_property	attacked	0.0302	0.9103	0.0013
ecuador	has_property	ali	0.0302	0.8363	0.0058
ecuador	has_property	automatic	0.0302	0.9009	0.0005
ecuador	has_property	attacked	0.0302	0.9103	0.0013
water cooler	has_property	veto	0.0302	0.9493	0.0001
kite	be used for	war	0.0302	0.9552	0.5759
silver chloride	has_body_part	skin	0.0302	0.9039	0.0002
maori	have	lowest in world crime rates	0.0302	0.9148	1.0
method	has_property	sic	0.0302	0.9255	0.0003
carotene	has_property	most soluble	0.0302	0.9256	1.0
average	be important criterion for	development	0.0302	0.8785	0.3091
gas pump	has_property	kmart	0.0302	0.8196	0.0008
gas pump	has_property	karaoke	0.0302	0.7814	0.0044
gas pump	has_property	ode	0.0302	0.8157	0.0032
gas pump	has_property	gifted	0.0302	0.9464	0.0005
gas pump	has_property	khalid	0.0302	0.8545	0.0018
gas pump	has_property	killed	0.0302	0.9533	0.0001
gas pump	has_property	jv	0.0302	0.9563	0.0003
gas pump	has_property	son	0.0302	0.9561	0.0002
gas pump	has_property	symptoms	0.0302	0.9126	0.0007
gas pump	has_property	swollen	0.0302	0.9027	0.0003
gas pump	has_property	squeak	0.0302	0.8329	0.0008
gas pump	has_property	sniper	0.0302	0.8162	0.006
gas pump	has_property	sgt	0.0302	0.9419	0.0002
gas pump	has_property	kit	0.0302	0.9125	0.0005
gas pump	has_property	nyc	0.0302	0.9525	0.0001
gas pump	has_property	kip	0.0302	0.8878	0.0014
gas pump	has_property	quid	0.0302	0.9606	0.0003
gas pump	has_property	cpi	0.0302	0.9154	0.0001
gas pump	has_property	kosher	0.0302	0.92	0.0002
gas pump	has_property	kmart	0.0302	0.8196	0.0008
fiji	has_property	sir lana	0.0302	0.9297	0.0001
design	has_property	mph	0.0302	0.9628	0.0001
design	has_property	flea	0.0302	0.8274	0.0531
farting	has_property	cap	0.0302	0.887	0.0006
farting	has_property	sea	0.0302	0.9451	0.0002
glans	has_property	adhesion	0.0302	0.8017	0.12
india	has_property	global	0.0302	0.9252	0.0004
buddhist	live	today	0.0302	0.9027	0.0195
earwig	has_movement	zip	0.0302	0.9029	0.0003
zinc oxide	has_property	dr	0.0302	0.9308	0.0002
pregnancy	have	same symptoms	0.0302	0.9184	0.4832
recess	has_property	air	0.0302	0.9405	0.0001
recess	has_property	axial	0.0302	0.8271	0.0004
recess	has_property	guilty	0.0302	0.8971	0.0005
recess	has_property	went	0.0302	0.8425	0.0002
cane sugar	be made	white	0.0302	0.9301	0.0135
breast cancer	has_body_part	leg	0.0302	0.9381	0.0003
breast cancer	has_property	uk	0.0302	0.9583	0.0
hail	has_property	aviation	0.0302	0.8735	0.0029
renaissance man	has_property	zero	0.0302	0.9676	0.0
tension	has_property	average	0.0302	0.8863	0.0002
mrt	has_property	exercise	0.0302	0.9482	0.0015
vestibular system	has_property	made	0.0302	0.9403	0.0
bosnia	has_property	africa	0.0302	0.9579	0.0009
bosnia	has_property	iud	0.0302	1.0	0.0001
bosnia	has_property	irish	0.0302	0.9536	0.0002
bosnia	has_property	ionic	0.0302	0.9283	0.0002
bosnia	has_property	dvd	0.0302	0.9348	0.0001
bosnia	has_property	dragon	0.0302	0.9053	0.0059
bosnia	has_property	dps	0.0302	0.9126	0.0014
bosnia	has_property	ionic	0.0302	0.9283	0.0002
bosnia	has_property	iud	0.0302	1.0	0.0001
axle	has_property	valuable	0.0302	0.9013	0.0002
grey whale	has_property	in star dew valley	0.0302	0.9349	0.0226
poetry	has_time	just	0.0302	0.9413	0.0008
shepard	has_property	mixed	0.0302	0.8822	0.0016
shepard	has_property	wwi	0.0302	1.0	0.0002
shepard	has_property	iud	0.0302	1.0	0.0001
shepard	has_property	ipa	0.0302	0.851	0.0003
shepard	has_property	iowa	0.0302	0.9524	0.0003
shepard	has_property	ignored	0.0302	0.9374	0.0001
shepard	has_property	icon	0.0302	0.9414	0.0002
celebrate	has_property	kip	0.0302	0.8878	0.0014
design	has_property	rwanda	0.0302	1.0	0.0003
