subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
squirrel	has_property	hhs	0.0772	0.851	0.0003
squirrel	has_property	hgt	0.0772	1.0	0.0022
squirrel	has_property	hba1c	0.0772	1.0	0.0033
squirrel	has_property	gmt	0.0772	0.9424	0.0005
squirrel	has_property	global	0.0772	0.9079	0.0011
squirrel	has_property	gk	0.0772	0.9589	0.0022
squirrel	has_property	ghosted	0.0772	0.8687	0.0005
squirrel	has_property	gcse	0.0772	1.0	0.0003
squirrel	has_property	fwd	0.0772	0.8629	0.0004
squirrel	has_property	fqdn	0.0772	1.0	0.0003
squirrel	has_property	fnaf	0.0772	1.0	0.0005
squirrel	has_property	fm	0.0772	0.9428	0.0003
squirrel	has_property	fjallraven	0.0772	1.0	0.0007
squirrel	has_property	ezy	0.0772	1.0	0.0117
squirrel	has_property	essential	0.0772	0.8901	0.0006
squirrel	has_property	ekg	0.0772	1.0	0.0022
squirrel	has_property	eight	0.0772	0.9741	0.0007
squirrel	has_property	ebony	0.0772	0.6904	0.0135
squirrel	has_property	dwight	0.0772	0.8611	0.0044
squirrel	has_property	dvd	0.0772	0.9348	0.0002
squirrel	has_property	mri	0.0772	0.9024	0.0003
squirrel	has_property	natl	0.0772	0.7618	0.0009
squirrel	has_property	ljubljana	0.0772	1.0	0.0005
squirrel	has_property	lgbt	0.0772	0.9399	0.0003
squirrel	has_property	ivy	0.0772	0.9136	0.0004
squirrel	has_property	iud	0.0772	1.0	0.0002
gandhi	wanted	indians to fight	0.0772	0.7347	1.0
mint	has_property	temp	0.0772	0.8185	0.0009
piolet	can	skin	0.0772	0.9091	0.001
caravan	can	meaning	0.0772	0.8306	0.0013
composite material	be added in	increments	0.0772	0.7756	1.0
roasting	has_movement	ahead	0.0772	0.8973	0.0001
packer	has_movement	ahead	0.0772	0.8973	0.0001
honeymoon	be called	honeymoons	0.0772	0.6848	1.0
shuttle bus	can	work	0.0772	0.9072	0.0
lat	can	slow	0.0772	0.8022	0.0005
cassette player	stop	working	0.0772	0.8813	0.0007
cardiovascular system	affect	aging	0.0772	0.8509	0.0395
school bus	has_diet	vegan	0.0772	0.9111	0.0001
wallet	has_property	sydney	0.0772	0.9559	0.0017
wallet	has_property	easier	0.0772	0.9022	0.0029
wallet	has_property	sydney	0.0772	0.9559	0.0017
wallet	has_property	squared	0.0772	0.8551	0.0003
wallet	has_property	spencer	0.0772	0.8135	0.0632
wallet	has_property	essay	0.0772	0.9523	0.0021
wallet	has_property	epidemic	0.0772	0.8439	0.0012
wallet	has_property	engraved	0.0772	0.8604	0.1502
afghanistan	can	do	0.0772	0.9192	0.0001
force	has_property	important in physics	0.0772	0.887	0.0093
paint	has_property	ebay	0.0772	0.9402	0.0004
butterfly	has_trait	friendly	0.0772	0.8721	0.0009
animal	can eat	avocado	0.0772	0.9346	0.0514
firmware	need	to be updated	0.0772	0.8928	0.078
logan	can	did	0.0772	0.8899	0.0021
businessman	has_property	rich	0.0772	0.8969	0.0005
aging	can	master	0.0772	0.7623	0.021
botanist	use	greenhouses	0.0772	0.7852	0.5567
car	has_property	fluid	0.0772	0.9015	0.0084
prospero	can	died	0.0772	0.8274	0.0076
dell	can	ups	0.0772	0.8451	0.002
pigeon	can	chat	0.0772	0.7998	0.0231
ajax	handle	302	0.0772	0.8646	0.5
agitation	affect	dissolving	0.0772	0.8627	0.088
browser	handle	302	0.0772	0.8646	0.5
tabooli	go	bad	0.0772	0.9075	0.0003
jagghery	go	bad	0.0772	0.9075	0.0003
