local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.1365	0.8976	longer to orbit the sun	0.5557	take	mar
0.3762	0.7996	to elephants	0.5557	related	mammoth
1.0	0.9141	type	0.5557	differ from	life insurance
0.0068	0.905	electricity	0.5557	conduct	distilled water
0.1774	0.8368	work	0.5557	leave	stress
0.0005	0.9111	vegan	0.5557	has_diet	calendar
0.3661	0.8831	low in africa	0.5557	has_property	iq
0.3252	0.7646	important to mushroom	0.5557	has_property	spore
0.6997	0.7819	probability	0.5557	be related to	odds
0.0017	0.8815	fly	0.5557	can	woodpecker
0.5832	0.8448	speed of wave	0.5557	affect	density
0.5242	0.7419	as the master of suspense	0.5557	be known	alfred hitchcock
1.0	0.8309	red in photos	0.5557	look	eye
0.3245	0.9353	the best in the world	0.5557	has_property	republican
0.1481	0.8618	better than iron	0.5557	has_property	cast iron
0.0042	0.9152	at	0.5557	has_property	gym
1.0	0.8157	less impact on the earth	0.5557	can have	human
0.0002	0.9389	made	0.5557	has_property	desk
1.0	0.7632	voice of god	0.5557	hear	prophet
0.0565	0.8847	iron	0.5557	need	adult
0.8433	0.8761	chicken	0.5557	be cook	restaurant
0.1251	0.8488	to the liver	0.5557	get	amino acid
1.0	0.7705	d leg	0.5557	has_property	vitamin
0.0177	0.8699	stuck	0.5557	get	blind
0.0012	0.8692	was	0.5557	can	scarcity
1.0	0.771	buildings	0.5557	get up	crane
0.005	0.8833	water	0.5557	need	acid
0.0138	0.8606	nervous system	0.5557	affect	shingle
0.3252	0.871	woman	0.5557	be better than	beer
0.3015	0.9053	three hearts	0.5557	have	squid
0.9556	0.6759	projectile	0.5557	has_property	neutron
1.0	0.7471	more than solid	0.5557	expand	gas
1.0	0.7172	gravestones	0.5557	walk around	turkey
1.0	0.8967	plants for energy	0.5557	depend on	living thing
1.0	0.8635	london	0.5557	be celebrated in	carnival
0.3246	0.854	from the wild	0.5557	be taken	killer whale
0.6892	0.8917	the other	0.5557	be not	aluminum foil
0.0142	0.9054	ls	0.5557	has_property	yellow
0.0416	0.9075	grasslands	0.5556	live in	tiger
0.0041	0.9334	soluble in water	0.5556	has_property	toluene
0.0882	0.7065	pitched	0.5556	has_property	roof
1.0	0.9115	the surface of the earth over time	0.5556	change	plate tectonics
0.0105	0.806	moving	0.5556	has_movement	deer
0.0226	0.8758	apple	0.5556	has_property	pineapple
1.0	0.6931	polygons	0.5556	be used with	tessellation
0.0184	0.8529	regulated	0.5556	has_property	hedge fund
1.0	0.8019	lone star state	0.5556	be known as	texas
0.4943	0.8149	large	0.5556	become	lymph node
0.9679	0.7708	linguistics	0.5556	be in	semantics
0.8377	0.85	low calorie	0.5556	has_property	mushroom
1.0	0.774	pasta	0.5556	reheat	restaurant
0.2922	0.9009	hot water	0.5556	drink	asian
1.0	0.7585	prism	0.5556	occur in	dispersion
0.0091	0.9041	bigger	0.5556	get	mountain
0.0028	0.918	dog	0.5556	can	shepherd
0.6433	0.6899	world	0.5556	control	bank
0.0767	0.9321	forests	0.5556	live in	panda
1.0	0.6577	butlers	0.5556	be called	butler
0.0424	0.9271	humans	0.5556	be in	microchip
0.0189	0.9407	in la	0.5556	has_property	fire
0.1175	0.9307	ww1	0.5556	be used in	poison gas
0.0001	0.8585	work	0.5556	can	lumberjack
0.0023	0.8704	themselves	0.5556	protect	donkey
0.5009	0.9264	real life	0.5556	be in	dan
0.2794	0.8357	engine	0.5556	work in	valve
1.0	0.7633	with the raptors	0.5556	do	marc gas
0.7694	0.813	favorite color	0.5556	has_property	brown
0.0386	0.8815	hiccups	0.5556	get	newborn baby
0.8125	0.7958	philippines	0.5556	affect	typhoon
0.0041	0.9495	english	0.5556	be in	crisp
0.9545	0.6584	mickey	0.5556	be related to	goofy
0.0088	0.9365	china	0.5555	be in	market
1.0	0.8038	lord of the rings	0.5555	reproduce	orc
0.0023	0.8704	themselves	0.5555	protect	weasel
0.2587	0.8657	heroes	0.5555	be called	hero
0.4235	0.8476	himself in a star	0.5555	kill	cooper
1.0	0.827	wildfires	0.5555	get	california
0.0006	1.0	to	0.5555	has_property	india
0.6161	0.7472	favored	0.5555	has_property	sibling
1.0	0.8405	jackets in the mountain	0.5555	wear	climber
0.0029	0.7974	zip	0.5555	can	photographer
0.0197	0.822	depressed	0.5555	has_property	dog
0.5493	0.8034	lower freezing point	0.5555	have	salt water
0.0671	0.9764	north	0.5555	be in	home
0.2297	0.8929	important in food chain	0.5555	has_property	insect
0.0087	0.9487	live	0.5555	has_property	liverpool
1.0	0.8203	kid	0.5555	be more funny as	thing
0.5969	0.7567	in an ultrasound	0.5555	look	twin
0.0012	0.8442	happen	0.5555	can	thought
1.0	0.8585	in a circle	0.5555	go	turkey
0.8879	0.8825	house	0.5555	differ from	senate
0.0002	0.9469	good	0.5555	has_trait	bubble
0.0048	0.9094	babies	0.5555	have	manatee
0.4219	0.8542	queen bee	0.5555	make	hive
0.2196	0.8727	wheat	0.5555	be better than	flour
0.1582	0.8478	dessert	0.5555	has_property	ice cream
0.0642	0.8147	laptop	0.5555	has_property	acer
0.3216	0.7996	on each other	0.5555	jump	guinea pig
0.0014	0.8943	not	0.5555	has_property	euthanasia
