local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
1.0	0.8998	michigan	0.0696	be important in	copper
0.0036	0.8997	worship	0.0696	can	feast of tabernacles
0.0008	0.84	ask	0.0696	can	arthur
0.0045	0.8204	tyler	0.0696	has_property	conversation
0.0002	0.8881	tnt	0.0696	has_property	conversation
0.0071	0.7951	squeeze	0.0696	has_property	conversation
0.0013	0.8992	oxidation	0.0696	has_property	conversation
0.0006	0.8875	ottawa	0.0696	has_property	conversation
0.0006	0.8913	oars	0.0696	has_property	conversation
0.001	0.8642	oasis	0.0696	has_property	conversation
0.0044	0.8683	italic	0.0696	has_property	conversation
0.0005	0.8472	irregular	0.0696	has_property	conversation
0.0008	0.8243	grip	0.0696	has_property	conversation
0.0004	0.8687	ghosted	0.0696	has_property	conversation
0.0073	0.8754	dwelling	0.0696	has_property	conversation
0.0184	0.9258	curriculum	0.0696	has_property	conversation
0.0005	0.9289	cbs	0.0696	has_property	conversation
0.0003	0.9453	box	0.0696	can	curl
0.0001	0.9412	red	0.0696	has_color	programming
0.0002	0.9162	fly	0.0696	can	crowd
0.0002	0.8924	up	0.0696	can	cgi
0.114	0.8406	border	0.0696	can	greece
0.0064	0.9049	diagnosed	0.0696	get	sickle cell
0.0016	0.9064	rap	0.0696	has_property	wrangle
0.0002	0.878	fbi	0.0696	has_property	dance
0.0008	0.8074	swell	0.0696	can	lob
0.0005	0.8022	slow	0.0696	can	lob
1.0	0.8305	alive wife	0.0696	have	rip van winkle
0.0128	0.8849	10 cd	0.0696	have	stool
0.0004	0.8646	act	0.0696	can	avocado
0.0002	0.8473	put	0.0696	can	abdomen
0.2039	0.8656	earth possible	0.0696	make life on	atmosphere
0.0023	0.8161	bob	0.0696	can	school
0.0004	0.9536	irish	0.0696	has_property	platalea
0.0004	0.9283	ionic	0.0696	has_property	platalea
0.0001	0.9492	illegal	0.0696	has_property	platalea
0.0002	0.9536	belts	0.0696	has_property	platalea
0.0093	0.877	flow	0.0696	has_property	platalea
0.0007	0.827	iced	0.0696	has_property	platalea
0.0005	0.8947	identical	0.0696	has_property	platalea
0.0006	0.946	lcd	0.0696	has_property	platalea
0.0003	0.957	ads	0.0696	has_property	platalea
0.2752	0.8006	leukocytes	0.0696	has_property	platalea
0.0093	0.877	flow	0.0696	has_property	platalea
0.0003	0.9399	lgbt	0.0696	has_property	platalea
0.0005	1.0	ljubljana	0.0696	has_property	platalea
0.0005	0.8877	llama	0.0696	has_property	platalea
0.0004	0.9218	led	0.0696	has_property	platalea
0.0007	0.8499	ll	0.0696	has_property	platalea
0.0001	0.9019	safe	0.0696	has_property	platalea
0.0017	0.8977	scored	0.0696	has_property	platalea
0.0025	0.8401	sums	0.0696	has_property	platalea
0.0013	0.8827	separated	0.0696	has_property	platalea
0.0037	0.8337	isolated	0.0696	has_property	platalea
0.0001	0.9157	slow	0.0696	has_movement	platalea
0.0019	0.9054	snake	0.0696	has_movement	platalea
0.0006	0.9135	sam	0.0696	has_property	platalea
