local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0005	0.8875	lucky	0.0673	has_property	anhima
0.0004	1.0	ljubljana	0.0673	has_property	anhima
0.0012	0.9237	lhasa	0.0673	has_property	anhima
0.0003	0.9399	lgbt	0.0673	has_property	anhima
0.0003	0.957	ads	0.0673	has_property	anhima
0.0008	0.8474	kin	0.0673	has_property	anhima
0.0031	0.8878	kip	0.0673	has_property	anhima
0.0003	0.9423	pop	0.0673	has_property	anhima
0.0018	0.8196	kmart	0.0673	has_property	anhima
0.0003	0.9197	ok	0.0673	has_property	anhima
0.0007	0.9188	jv	0.0673	has_property	anhima
0.0014	0.8955	khan	0.0673	has_property	anhima
0.001	0.9507	drama	0.0673	has_property	anhima
0.0002	1.0	iud	0.0673	has_property	anhima
0.0002	0.9536	belts	0.0673	has_property	anhima
0.0004	0.9194	iconic	0.0673	has_property	anhima
0.0003	0.9122	ibm	0.0673	has_property	anhima
0.0509	1.0	hmny	0.0673	has_property	anhima
0.0004	1.0	gzsz	0.0673	has_property	anhima
0.0004	0.8425	went	0.0673	has_property	anhima
0.0003	1.0	gcse	0.0673	has_property	anhima
0.0002	0.9474	ft	0.0673	has_property	anhima
0.0003	1.0	fqdn	0.0673	has_property	anhima
0.0004	1.0	fnaf	0.0673	has_property	anhima
0.0018	0.8912	filmed	0.0673	has_property	anhima
0.0006	1.0	fjallraven	0.0673	has_property	anhima
0.0005	0.9218	easy	0.0673	has_property	anhima
0.0001	0.9455	expensive	0.0673	has_property	anhima
0.0011	0.9075	everywhere	0.0673	has_property	anhima
0.0005	0.9112	ethical	0.0673	has_property	anhima
0.0005	0.8901	essential	0.0673	has_property	anhima
0.0017	0.9024	esl	0.0673	has_property	anhima
0.0003	0.883	ejected	0.0673	has_property	anhima
0.0006	0.9741	eight	0.0673	has_property	anhima
0.0001	0.9045	effective	0.0673	has_property	anhima
0.0043	0.9298	seen	0.0673	has_property	anhima
0.0005	0.9384	book	0.0673	has_property	anhima
0.0082	1.0	dzwonek	0.0673	has_property	anhima
0.0003	0.91	dan	0.0673	has_property	anhima
1.0	0.9181	8 1 2	0.0673	has_property	fellini
0.0057	0.9266	norway	0.0673	be in	government
0.0011	0.8753	significant	0.0673	has_property	rhythm
0.0005	0.9863	uk	0.0673	be illegal in	tile
0.0006	0.9013	valuable	0.0673	has_property	time clock
0.0005	0.9369	set	0.0673	has_property	jumper
0.007	0.8506	physical	0.0673	has_trait	tortoise
0.0005	0.8998	equal	0.0673	has_property	tortoise
0.0005	0.9425	law	0.0673	has_property	tortoise
0.0002	0.9347	wrong	0.0673	has_property	latter-day saint
0.0002	0.9239	wp	0.0673	has_property	latter-day saint
0.0005	0.8872	wt	0.0673	has_property	latter-day saint
0.0006	0.9159	ww2	0.0673	has_property	latter-day saint
0.0009	0.9128	won	0.0673	has_property	latter-day saint
0.0002	1.0	wjec	0.0673	has_property	latter-day saint
0.0009	0.9028	nbc	0.0673	has_property	latter-day saint
0.0037	0.9296	qb	0.0673	has_property	latter-day saint
0.0029	0.8985	vat	0.0673	has_property	latter-day saint
0.001	0.84	ray	0.0673	has_property	latter-day saint
0.0009	0.8789	van	0.0673	has_property	latter-day saint
0.0056	0.897	voted	0.0673	has_property	latter-day saint
0.0027	0.8255	lucas	0.0673	has_property	latter-day saint
0.0013	0.8957	tar	0.0673	has_property	latter-day saint
0.0004	1.0	tquk	0.0673	has_property	latter-day saint
0.0001	0.9135	tlc	0.0673	has_property	latter-day saint
0.0008	0.723	tko	0.0673	has_property	latter-day saint
0.0017	1.0	tf1	0.0673	has_property	latter-day saint
0.0004	0.9497	bc	0.0673	has_property	latter-day saint
0.0012	1.0	szczecin	0.0673	has_property	latter-day saint
0.0003	0.8949	sum	0.0673	has_property	latter-day saint
0.0004	1.0	svenska	0.0673	has_property	latter-day saint
0.0031	0.8988	squid	0.0673	has_property	latter-day saint
0.0001	0.9157	slow	0.0673	has_movement	latter-day saint
0.0007	0.8751	sic	0.0673	has_property	latter-day saint
0.0004	0.9022	sgt	0.0673	has_property	latter-day saint
0.0013	1.0	resow	0.0673	has_property	latter-day saint
0.0012	0.9005	rr	0.0673	has_property	latter-day saint
0.0008	1.0	rj45	0.0673	has_property	latter-day saint
0.0015	0.9043	pies	0.0673	has_property	latter-day saint
0.0005	0.9008	pyramid	0.0673	has_property	latter-day saint
0.0007	0.9112	pvc	0.0673	has_property	latter-day saint
0.0004	0.9022	sgt	0.0673	has_property	latter-day saint
0.0013	1.0	resow	0.0673	has_property	latter-day saint
0.0012	0.9005	rr	0.0673	has_property	latter-day saint
0.0008	1.0	rj45	0.0673	has_property	latter-day saint
0.0015	0.9043	pies	0.0673	has_property	latter-day saint
0.0005	0.9008	pyramid	0.0673	has_property	latter-day saint
0.0007	0.9112	pvc	0.0673	has_property	latter-day saint
0.0003	0.891	put	0.0673	has_property	latter-day saint
0.0003	0.916	pig	0.0673	has_property	latter-day saint
0.4665	1.0	nw2	0.0673	has_property	latter-day saint
0.0005	1.0	nkjv	0.0673	has_property	latter-day saint
0.0015	0.9221	ncaa	0.0673	has_property	latter-day saint
0.0009	0.9028	nbc	0.0673	has_property	latter-day saint
0.0043	0.9028	mt	0.0673	has_property	latter-day saint
0.0057	0.8385	mint	0.0673	has_property	latter-day saint
0.0003	0.8754	mvp	0.0673	has_property	latter-day saint
0.0003	0.897	matt	0.0673	has_property	latter-day saint
0.0021	0.9356	maps	0.0673	has_property	latter-day saint
0.0002	0.9549	mm	0.0673	has_property	latter-day saint
0.0004	1.0	molnar	0.0673	has_property	latter-day saint
0.001	0.9116	hp	0.0673	has_property	latter-day saint
0.0019	1.0	hmo	0.0673	has_property	latter-day saint
0.0003	0.851	hhs	0.0673	has_property	latter-day saint
0.0004	0.9022	sgt	0.0673	has_property	latter-day saint
0.0037	0.9296	qb	0.0673	has_property	latter-day saint
0.0029	0.8985	vat	0.0673	has_property	latter-day saint
0.001	0.84	ray	0.0673	has_property	latter-day saint
0.0009	0.8789	van	0.0673	has_property	latter-day saint
0.0056	0.897	voted	0.0673	has_property	latter-day saint
0.0196	0.6737	val	0.0673	has_property	latter-day saint
0.016	0.9239	ale	0.0673	has_property	latter-day saint
0.0024	0.8311	vhs	0.0673	has_property	latter-day saint
0.0179	1.0	vfw	0.0673	has_property	latter-day saint
0.0013	0.9484	bridge	0.0673	has_property	latter-day saint
0.0011	1.0	uqam	0.0673	has_property	latter-day saint
0.0001	0.9583	uk	0.0673	has_property	latter-day saint
0.0027	0.8255	lucas	0.0673	has_property	latter-day saint
0.0013	0.8957	tar	0.0673	has_property	latter-day saint
0.0004	1.0	tquk	0.0673	has_property	latter-day saint
0.0001	0.9135	tlc	0.0673	has_property	latter-day saint
0.0004	1.0	gzsz	0.0673	has_property	latter-day saint
0.0003	0.9467	gym	0.0673	has_property	latter-day saint
0.0005	0.8771	gwen	0.0673	has_property	latter-day saint
0.0003	0.9281	gpa	0.0673	has_property	latter-day saint
0.0016	0.901	gil	0.0673	has_property	latter-day saint
0.0004	0.9479	gas	0.0673	has_property	latter-day saint
0.0014	0.8281	gnocchi	0.0673	has_property	latter-day saint
0.0004	0.9424	gmt	0.0673	has_property	latter-day saint
0.0181	1.0	ggc	0.0673	has_property	latter-day saint
0.0002	0.9593	gb	0.0673	has_property	latter-day saint
0.0004	0.8949	fee	0.0673	has_property	latter-day saint
0.0003	1.0	fqdn	0.0673	has_property	latter-day saint
0.0002	0.9637	fps	0.0673	has_property	latter-day saint
0.0027	0.9287	fan	0.0673	has_property	latter-day saint
0.0071	0.7913	fjords	0.0673	has_property	latter-day saint
0.1168	1.0	ewtn	0.0673	has_property	latter-day saint
0.001	0.8995	euthanasia	0.0673	has_property	latter-day saint
0.0017	0.8317	erected	0.0673	has_property	latter-day saint
0.0005	0.8998	equal	0.0673	has_property	latter-day saint
0.0024	0.9041	episodes	0.0673	has_property	latter-day saint
0.0003	0.9136	ivy	0.0673	has_property	latter-day saint
0.0002	1.0	iud	0.0673	has_property	latter-day saint
0.0006	0.9524	iowa	0.0673	has_property	latter-day saint
0.0001	0.9492	illegal	0.0673	has_property	latter-day saint
0.0005	0.7931	hg	0.0673	has_property	latter-day saint
0.0002	0.9536	belts	0.0673	has_property	latter-day saint
0.0006	0.8238	ibiza	0.0673	has_property	latter-day saint
0.0008	0.8826	huh	0.0673	has_property	latter-day saint
0.0019	0.8979	hq	0.0673	has_property	latter-day saint
0.0011	0.9496	http	0.0673	has_property	latter-day saint
0.001	0.9116	hp	0.0673	has_property	latter-day saint
0.0019	1.0	hmo	0.0673	has_property	latter-day saint
0.0003	0.851	hhs	0.0673	has_property	latter-day saint
0.0023	0.8829	hiv	0.0673	has_property	latter-day saint
0.0004	1.0	gzsz	0.0673	has_property	latter-day saint
0.0003	0.9467	gym	0.0673	has_property	latter-day saint
0.0005	0.8771	gwen	0.0673	has_property	latter-day saint
0.0003	0.9281	gpa	0.0673	has_property	latter-day saint
0.0016	0.901	gil	0.0673	has_property	latter-day saint
0.0004	0.9479	gas	0.0673	has_property	latter-day saint
0.0017	0.8317	erected	0.0673	has_property	latter-day saint
0.0005	0.8998	equal	0.0673	has_property	latter-day saint
0.0024	0.9041	episodes	0.0673	has_property	latter-day saint
0.0002	0.9512	endangered	0.0673	has_property	latter-day saint
0.0003	0.883	ejected	0.0673	has_property	latter-day saint
0.0006	0.9741	eight	0.0673	has_property	latter-day saint
0.0018	0.9555	eggs	0.0673	has_property	latter-day saint
0.0001	0.9045	effective	0.0673	has_property	latter-day saint
0.0003	0.9402	ebay	0.0673	has_property	latter-day saint
0.0003	0.91	dan	0.0673	has_property	latter-day saint
