subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
video game	has_property	pkg	0.0733	0.9052	0.0023
video game	has_property	myna	0.0733	0.851	0.0042
video game	has_property	rewoven	0.0733	0.8115	0.0305
video game	has_property	nltk	0.0733	1.0	0.0048
video game	has_property	mw2	0.0733	1.0	0.005
video game	has_property	mbti	0.0733	1.0	0.0007
video game	has_property	mri	0.0733	0.9024	0.0003
video game	has_property	lbs	0.0733	0.9427	0.0004
video game	has_property	irregular	0.0733	0.8472	0.0005
video game	has_property	ignored	0.0733	0.9179	0.0001
video game	has_property	hbo	0.0733	0.9032	0.0006
video game	has_property	fwd	0.0733	0.8629	0.0003
mammal	has_property	shoot	0.0733	0.8359	0.0091
enchilada	get	soggy	0.0733	0.8819	0.0088
projector	has_property	sydney	0.0733	0.9559	0.0016
monkey	has_property	dot	0.0733	0.8893	0.0005
sash weight	can	rise	0.0733	0.8598	0.0007
index fossil	determine	geologic time	0.0733	0.7927	0.7544
jackson	create	suspense in the lottery	0.0733	0.7957	1.0
weber	define	social class	0.0733	0.8007	0.0879
modifier	has_property	fm	0.0733	0.9428	0.0003
knot	can	out	0.0733	0.8867	0.0004
lost	be in	america rated r	0.0733	0.8591	1.0
diuretic	be used	to treat edema	0.0733	0.8199	1.0
test case	has_property	average	0.0733	0.8799	0.0005
test case	has_movement	right	0.0733	0.9608	0.0007
test case	has_property	robot	0.0733	0.8838	0.0245
test case	has_property	ryan	0.0733	0.9062	0.0016
test case	has_property	smaller	0.0733	0.9205	0.0011
test case	has_property	synonym	0.0733	0.8398	0.0005
test case	has_property	bbq	0.0733	0.8978	0.0006
test case	has_property	dna	0.0733	0.9504	0.0004
test case	has_property	failed	0.0733	0.8482	0.0124
test case	has_property	fda	0.0733	0.8562	0.0006
test case	has_property	felt	0.0733	0.8838	0.0045
test case	has_property	fgv	0.0733	1.0	0.014
test case	has_property	fanatic	0.0733	0.7534	0.0022
test case	has_property	tfsi	0.0733	1.0	0.0464
test case	has_property	gb	0.0733	0.9593	0.0002
maserati	has_property	known as	0.0733	0.9715	0.0025
blade	has_property	aerobatic	0.0733	0.5959	1.0
pessary	can	work	0.0733	0.9072	0.0
soho	has_property	ends	0.0733	0.9264	0.0017
crown	has_property	old ham	0.0733	0.8756	0.0197
rust mite	can	use	0.0733	0.8979	0.0001
rust mite	can	appear	0.0733	0.8117	0.0008
medicare payment	has_property	database	0.0733	0.948	0.0149
jamaican	has_property	mac	0.0733	0.9547	0.0005
elephant	camouflage	themselves	0.0733	0.7952	0.0135
carpenter bee	has_color	blue	0.0733	0.9415	0.0001
matthew	be in	bible	0.0733	0.9752	0.0015
scar	has_property	pale	0.0733	0.9292	0.0014
aurora	die in	babylon ad	0.0733	0.7453	1.0
fluid	has_property	viscous	0.0733	0.7836	0.0183
menopause	can	damage	0.0733	0.8999	0.0158
subcutaneous injection	has_property	needle	0.0733	0.8861	0.1426
musical	can	note	0.0733	0.7774	0.0248
public opinion poll	has_property	issue	0.0733	0.8839	0.0008
growing pains	has_property	age	0.0733	0.9204	0.0004
hop	look	like weed	0.0733	0.7815	1.0
plug	has_property	at home	0.0733	0.9137	0.0283
visa card	has_property	game	0.0733	0.9429	0.0006
